brand,model,horsepower,cylinders,displacement,weight,acceleration,model year,origin,power_to_weight,car_age,hp_per_cylinder
Mercedes-Benz,E-Class,329.0,6.0,200,3000,15,80,1,0.10966666666666666,1946,54.833333333333336
Mercedes-Benz,E-Class,550.0,8.0,200,3000,15,80,1,0.18333333333333332,1946,68.75
Mercedes-Benz,E-Class,302.0,6.0,200,3000,15,80,1,0.10066666666666667,1946,50.333333333333336
Mercedes-Benz,E-Class,195.0,4.0,200,3000,15,80,1,0.065,1946,48.75
Mercedes-Benz,E-Class,402.0,8.0,200,3000,15,80,1,0.134,1946,50.25
Mercedes-Benz,E-Class,577.0,8.0,200,3000,15,80,1,0.19233333333333333,1946,72.125
Mercedes-Benz,E-Class,241.0,4.0,200,3000,15,80,1,0.08033333333333334,1946,60.25
Ford,E-Series Van,255.0,8.0,200,3000,15,80,1,0.085,1946,31.875
Ford,E-Series Van,225.0,8.0,200,3000,15,80,1,0.075,1946,28.125
Ford,E-Series Wagon,225.0,8.0,200,3000,15,80,1,0.075,1946,28.125
Ford,E-Series Wagon,255.0,8.0,200,3000,15,80,1,0.085,1946,31.875
Mercedes-Benz,E55 AMG,349.0,8.0,200,3000,15,80,1,0.11633333333333333,1946,43.625
Toyota,ECHO,108.0,4.0,200,3000,15,80,1,0.036,1946,27.0
Mitsubishi,Eclipse Spyder,162.0,4.0,200,3000,15,80,1,0.054,1946,40.5
Mitsubishi,Eclipse Spyder,265.0,6.0,200,3000,15,80,1,0.08833333333333333,1946,44.166666666666664
Mitsubishi,Eclipse,162.0,4.0,200,3000,15,80,1,0.054,1946,40.5
Mitsubishi,Eclipse,265.0,6.0,200,3000,15,80,1,0.08833333333333333,1946,44.166666666666664
Ford,Edge,245.0,4.0,200,3000,15,80,1,0.08166666666666667,1946,61.25
Ford,Edge,315.0,6.0,200,3000,15,80,1,0.105,1946,52.5
Oldsmobile,Eighty-Eight Royale,170.0,6.0,200,3000,15,80,1,0.056666666666666664,1946,28.333333333333332
Oldsmobile,Eighty-Eight Royale,205.0,6.0,200,3000,15,80,1,0.06833333333333333,1946,34.166666666666664
Oldsmobile,Eighty-Eight Royale,225.0,6.0,200,3000,15,80,1,0.075,1946,37.5
Oldsmobile,Eighty-Eight,205.0,6.0,200,3000,15,80,1,0.06833333333333333,1946,34.166666666666664
Hyundai,Elantra Coupe,145.0,4.0,200,3000,15,80,1,0.04833333333333333,1946,36.25
Hyundai,Elantra Coupe,148.0,4.0,200,3000,15,80,1,0.04933333333333333,1946,37.0
Hyundai,Elantra Coupe,166.0,4.0,200,3000,15,80,1,0.05533333333333333,1946,41.5
Hyundai,Elantra Coupe,173.0,4.0,200,3000,15,80,1,0.057666666666666665,1946,43.25
Hyundai,Elantra GT,173.0,4.0,200,3000,15,80,1,0.057666666666666665,1946,43.25
Hyundai,Elantra Touring,138.0,4.0,200,3000,15,80,1,0.046,1946,34.5
Hyundai,Elantra,173.0,4.0,200,3000,15,80,1,0.057666666666666665,1946,43.25
Hyundai,Elantra,145.0,4.0,200,3000,15,80,1,0.04833333333333333,1946,36.25
Hyundai,Elantra,166.0,4.0,200,3000,15,80,1,0.05533333333333333,1946,41.5
Hyundai,Elantra,147.0,4.0,200,3000,15,80,1,0.049,1946,36.75
Hyundai,Elantra,128.0,4.0,200,3000,15,80,1,0.042666666666666665,1946,32.0
Hyundai,Elantra,201.0,4.0,200,3000,15,80,1,0.067,1946,50.25
Cadillac,Eldorado,275.0,8.0,200,3000,15,80,1,0.09166666666666666,1946,34.375
Cadillac,Eldorado,300.0,8.0,200,3000,15,80,1,0.1,1946,37.5
Buick,Electra,165.0,6.0,200,3000,15,80,1,0.055,1946,27.5
Honda,Element,166.0,4.0,200,3000,15,80,1,0.05533333333333333,1946,41.5
Lotus,Elise,189.0,4.0,200,3000,15,80,1,0.063,1946,47.25
Lotus,Elise,218.0,4.0,200,3000,15,80,1,0.07266666666666667,1946,54.5
Lotus,Elise,217.0,4.0,200,3000,15,80,1,0.07233333333333333,1946,54.25
Buick,Enclave,288.0,6.0,200,3000,15,80,1,0.096,1946,48.0
Buick,Encore,138.0,4.0,200,3000,15,80,1,0.046,1946,34.5
Buick,Encore,153.0,4.0,200,3000,15,80,1,0.051,1946,38.25
Mitsubishi,Endeavor,225.0,6.0,200,3000,15,80,1,0.075,1946,37.5
Hyundai,Entourage,242.0,6.0,200,3000,15,80,1,0.08066666666666666,1946,40.333333333333336
Hyundai,Entourage,250.0,6.0,200,3000,15,80,1,0.08333333333333333,1946,41.666666666666664
Buick,Envision,252.0,4.0,200,3000,15,80,1,0.084,1946,63.0
Buick,Envision,197.0,4.0,200,3000,15,80,1,0.06566666666666666,1946,49.25
GMC,Envoy XL,275.0,6.0,200,3000,15,80,1,0.09166666666666666,1946,45.833333333333336
GMC,Envoy XL,300.0,8.0,200,3000,15,80,1,0.1,1946,37.5
GMC,Envoy XL,291.0,6.0,200,3000,15,80,1,0.097,1946,48.5
GMC,Envoy XUV,275.0,6.0,200,3000,15,80,1,0.09166666666666666,1946,45.833333333333336
GMC,Envoy,291.0,6.0,200,3000,15,80,1,0.097,1946,48.5
GMC,Envoy,302.0,8.0,200,3000,15,80,1,0.10066666666666667,1946,37.75
GMC,Envoy,285.0,6.0,200,3000,15,80,1,0.095,1946,47.5
GMC,Envoy,300.0,8.0,200,3000,15,80,1,0.1,1946,37.5
Ferrari,Enzo,660.0,12.0,200,3000,15,80,1,0.22,1946,55.0
Volkswagen,Eos,200.0,4.0,200,3000,15,80,1,0.06666666666666667,1946,50.0
Suzuki,Equator,152.0,4.0,200,3000,15,80,1,0.050666666666666665,1946,38.0
Suzuki,Equator,261.0,6.0,200,3000,15,80,1,0.087,1946,43.5
Chevrolet,Equinox,182.0,4.0,200,3000,15,80,1,0.06066666666666667,1946,45.5
Hyundai,Equus,429.0,8.0,200,3000,15,80,1,0.143,1946,53.625
Lexus,ES 250,156.0,6.0,200,3000,15,80,1,0.052,1946,26.0
Lexus,ES 300h,200.0,4.0,200,3000,15,80,1,0.06666666666666667,1946,50.0
Lexus,ES 300,210.0,6.0,200,3000,15,80,1,0.07,1946,35.0
Lexus,ES 330,225.0,6.0,200,3000,15,80,1,0.075,1946,37.5
Lexus,ES 330,218.0,6.0,200,3000,15,80,1,0.07266666666666667,1946,36.333333333333336
Lexus,ES 350,268.0,6.0,200,3000,15,80,1,0.08933333333333333,1946,44.666666666666664
Cadillac,Escalade ESV,420.0,8.0,200,3000,15,80,1,0.14,1946,52.5
Cadillac,Escalade EXT,403.0,8.0,200,3000,15,80,1,0.13433333333333333,1946,50.375
Cadillac,Escalade Hybrid,332.0,8.0,200,3000,15,80,1,0.11066666666666666,1946,41.5
Cadillac,Escalade,420.0,8.0,200,3000,15,80,1,0.14,1946,52.5
Ford,Escape Hybrid,177.0,4.0,200,3000,15,80,1,0.059,1946,44.25
Ford,Escape,178.0,4.0,200,3000,15,80,1,0.059333333333333335,1946,44.5
Ford,Escape,168.0,4.0,200,3000,15,80,1,0.056,1946,42.0
Ford,Escort,130.0,4.0,200,3000,15,80,1,0.043333333333333335,1946,32.5
Ford,Escort,110.0,4.0,200,3000,15,80,1,0.03666666666666667,1946,27.5
Lotus,Esprit,350.0,8.0,200,3000,15,80,1,0.11666666666666667,1946,43.75
Buick,Estate Wagon,140.0,8.0,200,3000,15,80,1,0.04666666666666667,1946,17.5
Suzuki,Esteem,122.0,4.0,200,3000,15,80,1,0.04066666666666666,1946,30.5
Suzuki,Esteem,95.0,4.0,200,3000,15,80,1,0.03166666666666667,1946,23.75
Volkswagen,EuroVan,201.0,6.0,200,3000,15,80,1,0.067,1946,33.5
Lotus,Evora 400,400.0,6.0,200,3000,15,80,1,0.13333333333333333,1946,66.66666666666667
Lotus,Evora,276.0,6.0,200,3000,15,80,1,0.092,1946,46.0
Lotus,Evora,345.0,6.0,200,3000,15,80,1,0.115,1946,57.5
Infiniti,EX35,297.0,6.0,200,3000,15,80,1,0.099,1946,49.5
Hyundai,Excel,81.0,4.0,200,3000,15,80,1,0.027,1946,20.25
Lotus,Exige,257.0,4.0,200,3000,15,80,1,0.08566666666666667,1946,64.25
Lotus,Exige,240.0,4.0,200,3000,15,80,1,0.08,1946,60.0
Infiniti,EX,297.0,6.0,200,3000,15,80,1,0.099,1946,49.5
Infiniti,EX,325.0,6.0,200,3000,15,80,1,0.10833333333333334,1946,54.166666666666664
Ford,Expedition,365.0,6.0,200,3000,15,80,1,0.12166666666666667,1946,60.833333333333336
Ford,Explorer Sport Trac,292.0,8.0,200,3000,15,80,1,0.09733333333333333,1946,36.5
Ford,Explorer Sport Trac,210.0,6.0,200,3000,15,80,1,0.07,1946,35.0
Ford,Explorer Sport,203.0,6.0,200,3000,15,80,1,0.06766666666666667,1946,33.833333333333336
Ford,Explorer,290.0,6.0,200,3000,15,80,1,0.09666666666666666,1946,48.333333333333336
Ford,Explorer,365.0,6.0,200,3000,15,80,1,0.12166666666666667,1946,60.833333333333336
Ford,Explorer,280.0,4.0,200,3000,15,80,1,0.09333333333333334,1946,70.0
Mitsubishi,Expo,136.0,4.0,200,3000,15,80,1,0.04533333333333334,1946,34.0
Mitsubishi,Expo,113.0,4.0,200,3000,15,80,1,0.03766666666666667,1946,28.25
Chevrolet,Express Cargo,310.0,8.0,200,3000,15,80,1,0.10333333333333333,1946,38.75
Chevrolet,Express Cargo,195.0,6.0,200,3000,15,80,1,0.065,1946,32.5
Chevrolet,Express,310.0,8.0,200,3000,15,80,1,0.10333333333333333,1946,38.75
Chevrolet,Express,285.0,8.0,200,3000,15,80,1,0.095,1946,35.625
Ford,F-150 Heritage,202.0,6.0,200,3000,15,80,1,0.06733333333333333,1946,33.666666666666664
Ford,F-150 Heritage,231.0,8.0,200,3000,15,80,1,0.077,1946,28.875
Ford,F-150 SVT Lightning,240.0,8.0,200,3000,15,80,1,0.08,1946,30.0
Ford,F-150 SVT Lightning,360.0,8.0,200,3000,15,80,1,0.12,1946,45.0
Ford,F-150,325.0,6.0,200,3000,15,80,1,0.10833333333333334,1946,54.166666666666664
Ford,F-150,282.0,6.0,200,3000,15,80,1,0.094,1946,47.0
Ford,F-150,385.0,8.0,200,3000,15,80,1,0.12833333333333333,1946,48.125
Ford,F-150,365.0,6.0,200,3000,15,80,1,0.12166666666666667,1946,60.833333333333336
Ford,F-150,450.0,6.0,200,3000,15,80,1,0.15,1946,75.0
Ford,F-250,220.0,8.0,200,3000,15,80,1,0.07333333333333333,1946,27.5
Ferrari,F12 Berlinetta,731.0,12.0,200,3000,15,80,1,0.24366666666666667,1946,60.916666666666664
Ferrari,F430,483.0,8.0,200,3000,15,80,1,0.161,1946,60.375
Ford,Festiva,63.0,4.0,200,3000,15,80,1,0.021,1946,15.75
Ferrari,FF,651.0,12.0,200,3000,15,80,1,0.217,1946,54.25
Ford,Fiesta,120.0,4.0,200,3000,15,80,1,0.04,1946,30.0
Ford,Fiesta,197.0,4.0,200,3000,15,80,1,0.06566666666666666,1946,49.25
Pontiac,Firebird,200.0,6.0,200,3000,15,80,1,0.06666666666666667,1946,33.333333333333336
Pontiac,Firebird,305.0,8.0,200,3000,15,80,1,0.10166666666666667,1946,38.125
Pontiac,Firebird,310.0,8.0,200,3000,15,80,1,0.10333333333333333,1946,38.75
Honda,Fit,130.0,4.0,200,3000,15,80,1,0.043333333333333335,1946,32.5
Ford,Five Hundred,203.0,6.0,200,3000,15,80,1,0.06766666666666667,1946,33.833333333333336
Toyota,FJ Cruiser,260.0,6.0,200,3000,15,80,1,0.08666666666666667,1946,43.333333333333336
Cadillac,Fleetwood,260.0,8.0,200,3000,15,80,1,0.08666666666666667,1946,32.5
Ford,Flex,287.0,6.0,200,3000,15,80,1,0.09566666666666666,1946,47.833333333333336
Ford,Flex,365.0,6.0,200,3000,15,80,1,0.12166666666666667,1946,60.833333333333336
Bentley,Flying Spur,616.0,12.0,200,3000,15,80,1,0.20533333333333334,1946,51.333333333333336
Bentley,Flying Spur,500.0,8.0,200,3000,15,80,1,0.16666666666666666,1946,62.5
Ford,Focus RS,350.0,4.0,200,3000,15,80,1,0.11666666666666667,1946,87.5
Ford,Focus ST,252.0,4.0,200,3000,15,80,1,0.084,1946,63.0
Ford,Focus,160.0,4.0,200,3000,15,80,1,0.05333333333333334,1946,40.0
Ford,Focus,123.0,3.0,200,3000,15,80,1,0.041,1946,41.0
Suzuki,Forenza,126.0,4.0,200,3000,15,80,1,0.042,1946,31.5
Suzuki,Forenza,127.0,4.0,200,3000,15,80,1,0.042333333333333334,1946,31.75
Subaru,Forester,250.0,4.0,200,3000,15,80,1,0.08333333333333333,1946,62.5
Subaru,Forester,170.0,4.0,200,3000,15,80,1,0.056666666666666664,1946,42.5
Kia,Forte,173.0,4.0,200,3000,15,80,1,0.057666666666666665,1946,43.25
Kia,Forte,201.0,4.0,200,3000,15,80,1,0.067,1946,50.25
Kia,Forte,145.0,4.0,200,3000,15,80,1,0.04833333333333333,1946,36.25
Kia,Forte,147.0,4.0,200,3000,15,80,1,0.049,1946,36.75
Kia,Forte,164.0,4.0,200,3000,15,80,1,0.05466666666666667,1946,41.0
Volkswagen,Fox,81.0,4.0,200,3000,15,80,1,0.027,1946,20.25
Scion,FR-S,200.0,4.0,200,3000,15,80,1,0.06666666666666667,1946,50.0
Land Rover,Freelander,174.0,6.0,200,3000,15,80,1,0.058,1946,29.0
Ford,Freestar,193.0,6.0,200,3000,15,80,1,0.06433333333333334,1946,32.166666666666664
Ford,Freestar,201.0,6.0,200,3000,15,80,1,0.067,1946,33.5
Ford,Freestyle,203.0,6.0,200,3000,15,80,1,0.06766666666666667,1946,33.833333333333336
Nissan,Frontier,261.0,6.0,200,3000,15,80,1,0.087,1946,43.5
Nissan,Frontier,152.0,4.0,200,3000,15,80,1,0.050666666666666665,1946,38.0
Ford,Fusion Hybrid,188.0,4.0,200,3000,15,80,1,0.06266666666666666,1946,47.0
Ford,Fusion,231.0,4.0,200,3000,15,80,1,0.077,1946,57.75
Ford,Fusion,175.0,4.0,200,3000,15,80,1,0.058333333333333334,1946,43.75
Infiniti,FX35,275.0,6.0,200,3000,15,80,1,0.09166666666666666,1946,45.833333333333336
Infiniti,FX35,303.0,6.0,200,3000,15,80,1,0.101,1946,50.5
Infiniti,FX45,320.0,8.0,200,3000,15,80,1,0.10666666666666667,1946,40.0
Infiniti,FX50,390.0,8.0,200,3000,15,80,1,0.13,1946,48.75
Infiniti,FX,303.0,6.0,200,3000,15,80,1,0.101,1946,50.5
Infiniti,FX,390.0,8.0,200,3000,15,80,1,0.13,1946,48.75
Infiniti,FX,325.0,6.0,200,3000,15,80,1,0.10833333333333334,1946,54.166666666666664
Mercedes-Benz,G-Class,382.0,8.0,200,3000,15,80,1,0.12733333333333333,1946,47.75
Mercedes-Benz,G-Class,536.0,8.0,200,3000,15,80,1,0.17866666666666667,1946,67.0
Mercedes-Benz,G-Class,416.0,8.0,200,3000,15,80,1,0.13866666666666666,1946,52.0
Mercedes-Benz,G-Class,563.0,8.0,200,3000,15,80,1,0.18766666666666668,1946,70.375
Mercedes-Benz,G-Class,621.0,12.0,200,3000,15,80,1,0.207,1946,51.75
Infiniti,G Convertible,325.0,6.0,200,3000,15,80,1,0.10833333333333334,1946,54.166666666666664
Infiniti,G Convertible,343.0,6.0,200,3000,15,80,1,0.11433333333333333,1946,57.166666666666664
Infiniti,G Coupe,330.0,6.0,200,3000,15,80,1,0.11,1946,55.0
Infiniti,G Coupe,348.0,6.0,200,3000,15,80,1,0.116,1946,58.0
Infiniti,G Sedan,328.0,6.0,200,3000,15,80,1,0.10933333333333334,1946,54.666666666666664
Infiniti,G Sedan,218.0,6.0,200,3000,15,80,1,0.07266666666666667,1946,36.333333333333336
Infiniti,G20,145.0,4.0,200,3000,15,80,1,0.04833333333333333,1946,36.25
Infiniti,G35,280.0,6.0,200,3000,15,80,1,0.09333333333333334,1946,46.666666666666664
Infiniti,G35,298.0,6.0,200,3000,15,80,1,0.09933333333333333,1946,49.666666666666664
Infiniti,G35,275.0,6.0,200,3000,15,80,1,0.09166666666666666,1946,45.833333333333336
Infiniti,G35,306.0,6.0,200,3000,15,80,1,0.102,1946,51.0
Infiniti,G35,293.0,6.0,200,3000,15,80,1,0.09766666666666667,1946,48.833333333333336
Infiniti,G37 Convertible,325.0,6.0,200,3000,15,80,1,0.10833333333333334,1946,54.166666666666664
Infiniti,G37 Coupe,330.0,6.0,200,3000,15,80,1,0.11,1946,55.0
Infiniti,G37 Sedan,328.0,6.0,200,3000,15,80,1,0.10933333333333334,1946,54.666666666666664
Infiniti,G37,330.0,6.0,200,3000,15,80,1,0.11,1946,55.0
Infiniti,G37,328.0,6.0,200,3000,15,80,1,0.10933333333333334,1946,54.666666666666664
Infiniti,G37,325.0,6.0,200,3000,15,80,1,0.10833333333333334,1946,54.166666666666664
Pontiac,G3,106.0,4.0,200,3000,15,80,1,0.035333333333333335,1946,26.5
Pontiac,G5,148.0,4.0,200,3000,15,80,1,0.04933333333333333,1946,37.0
Pontiac,G5,173.0,4.0,200,3000,15,80,1,0.057666666666666665,1946,43.25
Pontiac,G5,171.0,4.0,200,3000,15,80,1,0.057,1946,42.75
Pontiac,G5,155.0,4.0,200,3000,15,80,1,0.051666666666666666,1946,38.75
Pontiac,G6,217.0,6.0,200,3000,15,80,1,0.07233333333333333,1946,36.166666666666664
Pontiac,G6,252.0,6.0,200,3000,15,80,1,0.084,1946,42.0
Pontiac,G6,219.0,6.0,200,3000,15,80,1,0.073,1946,36.5
Pontiac,G6,164.0,4.0,200,3000,15,80,1,0.05466666666666667,1946,41.0
Pontiac,G6,221.0,6.0,200,3000,15,80,1,0.07366666666666667,1946,36.833333333333336
Genesis,G80,311.0,6.0,200,3000,15,80,1,0.10366666666666667,1946,51.833333333333336
Genesis,G80,420.0,8.0,200,3000,15,80,1,0.14,1946,52.5
Pontiac,G8,361.0,8.0,200,3000,15,80,1,0.12033333333333333,1946,45.125
Pontiac,G8,256.0,6.0,200,3000,15,80,1,0.08533333333333333,1946,42.666666666666664
Pontiac,G8,355.0,8.0,200,3000,15,80,1,0.11833333333333333,1946,44.375
Pontiac,G8,415.0,8.0,200,3000,15,80,1,0.13833333333333334,1946,51.875
Mitsubishi,Galant,160.0,4.0,200,3000,15,80,1,0.05333333333333334,1946,40.0
Lamborghini,Gallardo,570.0,10.0,200,3000,15,80,1,0.19,1946,57.0
Lamborghini,Gallardo,560.0,10.0,200,3000,15,80,1,0.18666666666666668,1946,56.0
Lamborghini,Gallardo,550.0,10.0,200,3000,15,80,1,0.18333333333333332,1946,55.0
Hyundai,Genesis Coupe,348.0,6.0,200,3000,15,80,1,0.116,1946,58.0
Hyundai,Genesis Coupe,274.0,4.0,200,3000,15,80,1,0.09133333333333334,1946,68.5
Hyundai,Genesis,333.0,6.0,200,3000,15,80,1,0.111,1946,55.5
Hyundai,Genesis,429.0,8.0,200,3000,15,80,1,0.143,1946,53.625
Hyundai,Genesis,420.0,8.0,200,3000,15,80,1,0.14,1946,52.5
Hyundai,Genesis,311.0,6.0,200,3000,15,80,1,0.10366666666666667,1946,51.833333333333336
Maserati,Ghibli,404.0,6.0,200,3000,15,80,1,0.13466666666666666,1946,67.33333333333333
Maserati,Ghibli,345.0,6.0,200,3000,15,80,1,0.115,1946,57.5
Rolls-Royce,Ghost Series II,563.0,12.0,200,3000,15,80,1,0.18766666666666668,1946,46.916666666666664
Rolls-Royce,Ghost,563.0,12.0,200,3000,15,80,1,0.18766666666666668,1946,46.916666666666664
Mercedes-Benz,GL-Class,240.0,6.0,200,3000,15,80,1,0.08,1946,40.0
Mercedes-Benz,GL-Class,362.0,8.0,200,3000,15,80,1,0.12066666666666667,1946,45.25
Mercedes-Benz,GL-Class,429.0,8.0,200,3000,15,80,1,0.143,1946,53.625
Mercedes-Benz,GL-Class,550.0,8.0,200,3000,15,80,1,0.18333333333333332,1946,68.75
Mercedes-Benz,GL-Class,362.0,6.0,200,3000,15,80,1,0.12066666666666667,1946,60.333333333333336
Mercedes-Benz,GLA-Class,208.0,4.0,200,3000,15,80,1,0.06933333333333333,1946,52.0
Mercedes-Benz,GLA-Class,355.0,4.0,200,3000,15,80,1,0.11833333333333333,1946,88.75
Mercedes-Benz,GLA-Class,375.0,4.0,200,3000,15,80,1,0.125,1946,93.75
Mercedes-Benz,GLC-Class,241.0,4.0,200,3000,15,80,1,0.08033333333333334,1946,60.25
Mercedes-Benz,GLE-Class Coupe,362.0,6.0,200,3000,15,80,1,0.12066666666666667,1946,60.333333333333336
Mercedes-Benz,GLE-Class Coupe,577.0,8.0,200,3000,15,80,1,0.19233333333333333,1946,72.125
Mercedes-Benz,GLE-Class,329.0,6.0,200,3000,15,80,1,0.10966666666666666,1946,54.833333333333336
Mercedes-Benz,GLE-Class,550.0,8.0,200,3000,15,80,1,0.18333333333333332,1946,68.75
Mercedes-Benz,GLE-Class,302.0,6.0,200,3000,15,80,1,0.10066666666666667,1946,50.333333333333336
Mercedes-Benz,GLE-Class,577.0,8.0,200,3000,15,80,1,0.19233333333333333,1946,72.125
Mercedes-Benz,GLE-Class,201.0,4.0,200,3000,15,80,1,0.067,1946,50.25
Volkswagen,GLI,200.0,4.0,200,3000,15,80,1,0.06666666666666667,1946,50.0
Mercedes-Benz,GLK-Class,302.0,6.0,200,3000,15,80,1,0.10066666666666667,1946,50.333333333333336
Mercedes-Benz,GLK-Class,200.0,4.0,200,3000,15,80,1,0.06666666666666667,1946,50.0
Mercedes-Benz,GLS-Class,577.0,8.0,200,3000,15,80,1,0.19233333333333333,1946,72.125
Mercedes-Benz,GLS-Class,449.0,8.0,200,3000,15,80,1,0.14966666666666667,1946,56.125
Mercedes-Benz,GLS-Class,362.0,6.0,200,3000,15,80,1,0.12066666666666667,1946,60.333333333333336
Volkswagen,Golf Alltrack,170.0,4.0,200,3000,15,80,1,0.056666666666666664,1946,42.5
Volkswagen,Golf GTI,220.0,4.0,200,3000,15,80,1,0.07333333333333333,1946,55.0
Volkswagen,Golf GTI,210.0,4.0,200,3000,15,80,1,0.07,1946,52.5
Volkswagen,Golf R,292.0,4.0,200,3000,15,80,1,0.09733333333333333,1946,73.0
Volkswagen,Golf SportWagen,150.0,4.0,200,3000,15,80,1,0.05,1946,37.5
Volkswagen,Golf SportWagen,170.0,4.0,200,3000,15,80,1,0.056666666666666664,1946,42.5
Volkswagen,Golf,150.0,4.0,200,3000,15,80,1,0.05,1946,37.5
Volkswagen,Golf,170.0,4.0,200,3000,15,80,1,0.056666666666666664,1946,42.5
Pontiac,Grand Am,175.0,6.0,200,3000,15,80,1,0.058333333333333334,1946,29.166666666666668
Pontiac,Grand Am,140.0,4.0,200,3000,15,80,1,0.04666666666666667,1946,35.0
Pontiac,Grand Am,170.0,6.0,200,3000,15,80,1,0.056666666666666664,1946,28.333333333333332
Dodge,Grand Caravan,283.0,6.0,200,3000,15,80,1,0.09433333333333334,1946,47.166666666666664
Pontiac,Grand Prix,260.0,6.0,200,3000,15,80,1,0.08666666666666667,1946,43.333333333333336
Pontiac,Grand Prix,303.0,8.0,200,3000,15,80,1,0.101,1946,37.875
Pontiac,Grand Prix,200.0,6.0,200,3000,15,80,1,0.06666666666666667,1946,33.333333333333336
Suzuki,Grand Vitara,166.0,4.0,200,3000,15,80,1,0.05533333333333333,1946,41.5
Chrysler,Grand Voyager,158.0,6.0,200,3000,15,80,1,0.05266666666666667,1946,26.333333333333332
Plymouth,Grand Voyager,150.0,6.0,200,3000,15,80,1,0.05,1946,25.0
Plymouth,Grand Voyager,158.0,6.0,200,3000,15,80,1,0.05266666666666667,1946,26.333333333333332
Maserati,GranSport,395.0,8.0,200,3000,15,80,1,0.13166666666666665,1946,49.375
Maserati,GranSport,401.0,8.0,200,3000,15,80,1,0.13366666666666666,1946,50.125
Maserati,GranTurismo Convertible,454.0,8.0,200,3000,15,80,1,0.15133333333333332,1946,56.75
Maserati,GranTurismo Convertible,444.0,8.0,200,3000,15,80,1,0.148,1946,55.5
Maserati,GranTurismo,454.0,8.0,200,3000,15,80,1,0.15133333333333332,1946,56.75
Lexus,GS 200t,241.0,4.0,200,3000,15,80,1,0.08033333333333334,1946,60.25
Lexus,GS 300,220.0,6.0,200,3000,15,80,1,0.07333333333333333,1946,36.666666666666664
Lexus,GS 300,245.0,6.0,200,3000,15,80,1,0.08166666666666667,1946,40.833333333333336
Lexus,GS 350,306.0,6.0,200,3000,15,80,1,0.102,1946,51.0
Lexus,GS 350,311.0,6.0,200,3000,15,80,1,0.10366666666666667,1946,51.833333333333336
Lexus,GS 400,300.0,8.0,200,3000,15,80,1,0.1,1946,37.5
Lexus,GS 430,300.0,8.0,200,3000,15,80,1,0.1,1946,37.5
Lexus,GS 430,290.0,8.0,200,3000,15,80,1,0.09666666666666666,1946,36.25
Lexus,GS 450h,338.0,6.0,200,3000,15,80,1,0.11266666666666666,1946,56.333333333333336
Lexus,GS 460,342.0,8.0,200,3000,15,80,1,0.114,1946,42.75
Lexus,GS F,467.0,8.0,200,3000,15,80,1,0.15566666666666668,1946,58.375
Nissan,GT-R,545.0,6.0,200,3000,15,80,1,0.18166666666666667,1946,90.83333333333333
Nissan,GT-R,600.0,6.0,200,3000,15,80,1,0.2,1946,100.0
Nissan,GT-R,565.0,6.0,200,3000,15,80,1,0.18833333333333332,1946,94.16666666666667
Ford,GT,550.0,8.0,200,3000,15,80,1,0.18333333333333332,1946,68.75
Volkswagen,GTI,200.0,4.0,200,3000,15,80,1,0.06666666666666667,1946,50.0
Pontiac,GTO,350.0,8.0,200,3000,15,80,1,0.11666666666666667,1946,43.75
Pontiac,GTO,400.0,8.0,200,3000,15,80,1,0.13333333333333333,1946,50.0
Lexus,GX 460,301.0,8.0,200,3000,15,80,1,0.10033333333333333,1946,37.625
Lexus,GX 470,263.0,8.0,200,3000,15,80,1,0.08766666666666667,1946,32.875
HUMMER,H3,242.0,5.0,200,3000,15,80,1,0.08066666666666666,1946,48.4
HUMMER,H3,300.0,8.0,200,3000,15,80,1,0.1,1946,37.5
HUMMER,H3,239.0,5.0,200,3000,15,80,1,0.07966666666666666,1946,47.8
HUMMER,H3T,239.0,5.0,200,3000,15,80,1,0.07966666666666666,1946,47.8
HUMMER,H3T,300.0,8.0,200,3000,15,80,1,0.1,1946,37.5
Chevrolet,HHR,155.0,4.0,200,3000,15,80,1,0.051666666666666666,1946,38.75
Chevrolet,HHR,260.0,4.0,200,3000,15,80,1,0.08666666666666667,1946,65.0
Toyota,Highlander Hybrid,280.0,6.0,200,3000,15,80,1,0.09333333333333334,1946,46.666666666666664
Toyota,Highlander,270.0,6.0,200,3000,15,80,1,0.09,1946,45.0
Toyota,Highlander,185.0,4.0,200,3000,15,80,1,0.06166666666666667,1946,46.25
Plymouth,Horizon,93.0,4.0,200,3000,15,80,1,0.031,1946,23.25
Honda,HR-V,141.0,4.0,200,3000,15,80,1,0.047,1946,35.25
Lexus,HS 250h,187.0,4.0,200,3000,15,80,1,0.06233333333333333,1946,46.75
Lamborghini,Huracan,610.0,10.0,200,3000,15,80,1,0.20333333333333334,1946,61.0
Lamborghini,Huracan,580.0,10.0,200,3000,15,80,1,0.19333333333333333,1946,58.0
Infiniti,I30,190.0,6.0,200,3000,15,80,1,0.06333333333333334,1946,31.666666666666668
Infiniti,I30,227.0,6.0,200,3000,15,80,1,0.07566666666666666,1946,37.833333333333336
Infiniti,I35,255.0,6.0,200,3000,15,80,1,0.085,1946,42.5
BMW,i3,170.0,0.0,200,3000,15,80,1,0.056666666666666664,1946,inf
Scion,iA,106.0,4.0,200,3000,15,80,1,0.035333333333333335,1946,26.5
Acura,ILX Hybrid,111.0,4.0,200,3000,15,80,1,0.037,1946,27.75
Acura,ILX,201.0,4.0,200,3000,15,80,1,0.067,1946,50.25
